,DEF,EN,FUNCTN,GEN_REF,GP,NB,NEW,end,start,type
Noreskal_1403220869377,DEF_SPLE,,SUJ,GENE,NO,Bare,NO,14932,14925,N
Noreskal_1403220872718,INDEF,,ATTR,SPEC,NO,SG,NO,14944,14936,N
Noreskal_1403220881648,Bare,NO,SUJ,SPEC,NO,SG,NO,14732,14730,PR
Noreskal_1403220885621,Bare,NO,SUJ,SPEC,NO,SG,NO,14947,14945,PR
Noreskal_1403220893425,INDEF,NO,SUJ,GENE,NO,SG,NO,15011,15010,PR
Noreskal_1403220897111,INDEF,NO,SUJ,GENE,NO,SG,NO,15024,15023,PR
Noreskal_1403220912794,Bare,,Other,SPEC,YES,Bare,NO,15072,15064,N
Noreskal_1403220917423,Bare,,OBJ,GENE,NO,PL,NO,15100,15091,N
Noreskal_1403220921475,DEF_SPLE,,OBJ,GENE,NO,Bare,YES,15148,15135,N
Noreskal_1403220925860,Bare,,Other,SPEC,NO,Bare,YES,15158,15152,N
Noreskal_1403220928335,DEF_SPLE,,OBJ,GENE,NO,Bare,NO,15209,15202,N
Noreskal_1403220936733,Bare,,ATTR,SPEC,NO,Bare,YES,15260,15234,N
Noreskal_1403220954429,Bare,,Other,GENE,YES,Bare,YES,15260,15251,N
Noreskal_1403220958344,Bare,,Other,GENE,NO,Bare,NO,15267,15262,N
Noreskal_1403220966918,INDEF,,Other,SPEC,NO,SG,YES,15300,15293,N
Noreskal_1403220971269,Bare,,Other,GENE,NO,Bare,YES,15310,15302,N
Noreskal_1403220978209,Bare,,Other,SPEC,YES,Bare,YES,15354,15348,N
Noreskal_1403220989758,Bare,,Other,GENE,YES,Bare,NO,15379,15375,N
Noreskal_1403220996113,DEF_SPLE,,Other,SPEC,NO,PL,YES,15393,15383,N
Noreskal_1403221006190,Bare,NO,SUJ,SPEC,NO,PL,NO,15399,15396,PR
Noreskal_1403221021505,INDEF,NO,Other,SPEC,NO,SG,YES,15541,15534,PR
Noreskal_1403221026378,DEF_SPLE,,Other,SPEC,NO,Bare,YES,15623,15614,N
Noreskal_1403221036877,Bare,,Other,SPEC,YES,Bare,NO,15663,15657,N
Noreskal_1403221044448,INDEF,NO,SUJ,GENE,NO,PL,YES,15629,15627,PR
Noreskal_1403221046960,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,15642,15641,PR
Noreskal_1403221050048,INDEF,NO,SUJ,GENE,NO,PL,NO,15671,15669,PR
Noreskal_1403221052878,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,15684,15683,PR
Noreskal_1403221055670,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,15702,15699,PR
Noreskal_1403221074152,Bare,,Other,SPEC,YES,Bare,NO,15985,15979,N
Noreskal_1403221081578,Bare,,Other,SPEC,YES,Bare,NO,16056,16051,N
Noreskal_1403221085456,Bare,,OBJ,GENE,NO,Bare,YES,16085,16078,N
Noreskal_1403221092057,INDEF,,OBJ,SPEC,NO,SG,YES,16207,16200,N
Noreskal_1403221099690,DEF_SPLE,,Other,GENE,YES,Bare,NO,16294,16286,N
Noreskal_1403221114092,INDEF,,OBJ,GENE,NO,SG,YES,16352,16345,N
Noreskal_1403221117705,INDEF,,OBJ,GENE,NO,SG,YES,16363,16354,N
Noreskal_1403221137296,INDEF,NO,SUJ,SPEC,NO,PL,NO,16183,16181,PR
Noreskal_1403221154663,Bare,,Other,SPEC,NO,Bare,YES,16252,16243,N
Noreskal_1403221159333,INDEF,NO,SUJ,SPEC,NO,PL,NO,16301,16299,PR
Noreskal_1403221162330,INDEF,NO,SUJ,SPEC,NO,PL,NO,16310,16308,PR
Noreskal_1403221173227,Bare,NO,Other,SPEC,YES,SG,NO,16381,16379,PR
Noreskal_1403221178341,Bare,,OBJ,SPEC,NO,Bare,YES,16424,16418,N
Noreskal_1403221183219,Bare,,Other,GENE,YES,Bare,YES,16474,16463,N
Noreskal_1403221193535,Bare,,OBJ,SPEC,NO,Bare,YES,16570,16547,N
Noreskal_1403221213172,DEF_SPLE,,Other,SPEC,YES,Bare,YES,16570,16561,N
Noreskal_1403221219352,Bare,,Other,SPEC,NO,Bare,NO,16610,16597,N
Noreskal_1403221242792,Bare,NO,SUJ,SPEC,NO,SG,NO,16648,16646,PR
Noreskal_1403221270543,Bare,,Other,SPEC,YES,Bare,YES,16676,16655,N
Noreskal_1403221273232,DEF_SPLE,,Other,SPEC,YES,Bare,NO,16676,16669,N
Noreskal_1403221279115,DEF_SPLE,,Other,GENE,YES,Bare,NO,16756,16743,N
Noreskal_1403221293047,INDEF,,OBJ,GENE,NO,PL,YES,16835,16819,N
Noreskal_1403221302423,Bare,,Other,GENE,NO,Bare,YES,16974,16968,N
Noreskal_1403221312954,Bare,,Other,GENE,YES,Bare,NO,16997,16993,N
Noreskal_1403221316642,Bare,,Other,GENE,YES,Bare,YES,17085,17080,N
Noreskal_1403221320019,Bare,,OBJ,GENE,NO,Bare,NO,17099,17095,N
Noreskal_1403221324451,INDEF,,OBJ,SPEC,NO,SG,YES,17134,17121,N
Noreskal_1403221330054,INDEF,,OBJ,SPEC,NO,SG,YES,17186,17176,N
Noreskal_1403221333354,Bare,,OBJ,GENE,NO,Bare,NO,17204,17200,N
Noreskal_1403221340041,INDEF,NO,OBJ,SPEC,NO,PL,YES,17217,17213,PR
Noreskal_1403221344042,INDEF,NO,OBJ,SPEC,NO,PL,NO,17267,17263,PR
Noreskal_1403221349183,Bare,,OBJ,GENE,NO,Bare,YES,17254,17250,N
Noreskal_1403221357797,DEF_SPLE,,Other,SPEC,YES,Bare,NO,17462,17449,N
Noreskal_1403221369825,INDEF,,Other,GENE,NO,PL,YES,17530,17520,N
Noreskal_1403221375388,INDEF,,Other,GENE,NO,PL,NO,17571,17560,N
Noreskal_1403221381001,DEF_SPLE,,Other,GENE,NO,PL,YES,17595,17581,N
Noreskal_1403221385351,Bare,,ATTR,GENE,NO,Bare,YES,17641,17637,N
Noreskal_1403221390001,Bare,,Other,GENE,YES,Bare,YES,17730,17725,N
Noreskal_1403221401100,DEF_SPLE,,Other,GENE,NO,PL,YES,17781,17773,N
Noreskal_1403221404698,DEF_SPLE,,Other,GENE,NO,PL,NO,17797,17788,N
Noreskal_1403221408850,Bare,,OBJ,GENE,NO,Bare,YES,17827,17814,N
Noreskal_1403221415359,Bare,,Other,GENE,NO,Bare,YES,17849,17846,N
Noreskal_1403221422093,Bare,,Other,GENE,YES,Bare,NO,17856,17852,N
Noreskal_1403221425243,DEF_SPLE,,Other,SPEC,NO,PL,YES,17877,17861,N
Noreskal_1403221428571,Bare,,ATTR,SPEC,NO,Bare,YES,17920,17907,N
Noreskal_1403221432459,Bare,,ATTR,GENE,NO,Bare,NO,17939,17927,N
Noreskal_1403221441453,Bare,,Other,GENE,NO,Bare,YES,17976,17962,N
Noreskal_1403221458322,Bare,,OBJ,GENE,NO,Bare,YES,17994,17989,N
Noreskal_1403221461115,DEF_SPLE,,Other,GENE,NO,PL,NO,18009,17995,N
Noreskal_1403221470376,INDEF,,OBJ,SPEC,NO,PL,YES,18072,18055,N
Noreskal_1403221473717,Bare,,Other,GENE,YES,Bare,YES,18072,18066,N
Noreskal_1403221476709,DEF_SPLE,,Other,GENE,NO,Bare,YES,18147,18137,N
Noreskal_1403221484071,Bare,,ATTR,GENE,NO,Bare,YES,18194,18186,N
Noreskal_1403221486007,Bare,,ATTR,GENE,NO,Bare,YES,18199,18195,N
Noreskal_1403221491644,Bare,,ATTR,GENE,NO,Bare,NO,18234,18221,N
Noreskal_1403221495076,Bare,,Other,GENE,NO,Bare,NO,18250,18241,N
Noreskal_1403221498062,DEF_SPLE,,Other,GENE,NO,PL,NO,18259,18251,N
Noreskal_1403221502120,Bare,,ATTR,SPEC,NO,Bare,NO,18280,18277,N
Noreskal_1403221518957,Bare,,Other,GENE,YES,Bare,YES,18391,18385,N
Noreskal_1403221522078,Bare,,Other,GENE,NO,Bare,NO,18403,18397,N
Noreskal_1403221525146,DEF_SPLE,,Other,GENE,NO,PL,YES,18438,18426,N
Noreskal_1403221532512,Bare,NO,OBJ,SPEC,NO,SG,NO,18470,18468,PR
Noreskal_1403221539291,DEF_SPLE,,Other,GENE,NO,PL,YES,18478,18471,N
Noreskal_1403221542792,Bare,,Other,GENE,YES,Bare,YES,18489,18483,N
Noreskal_1403221551721,Bare,,Other,GENE,YES,Bare,YES,18523,18519,N
Noreskal_1403221555321,Bare,,Other,GENE,YES,Bare,YES,18540,18535,N
Noreskal_1403221560888,Bare,,Other,GENE,YES,Bare,YES,18583,18574,N
Noreskal_1403221567425,INDEF,,OBJ,SPEC,NO,SG,YES,18639,18630,N
Noreskal_1403221570026,Bare,,ATTR,GENE,NO,Bare,NO,18655,18646,N
Noreskal_1403221574397,Bare,NO,SUJ,SPEC,NO,SG,NO,18642,18640,PR
Noreskal_1403221582901,Bare,,OBJ,SPEC,YES,Bare,YES,18743,18738,N
Noreskal_1403221605289,Bare,,OBJ,SPEC,YES,Bare,YES,18770,18766,N
Noreskal_1403221613508,Bare,NO,SUJ,SPEC,NO,PL,NO,18680,18678,PR
Noreskal_1403221623295,Bare,,Other,SPEC,YES,Bare,YES,18865,18849,N
Noreskal_1403221627281,DEF_SPLE,,Other,SPEC,YES,Bare,NO,18865,18858,N
Noreskal_1403221637755,Bare,,OBJ,GENE,NO,Bare,YES,19005,19000,N
Noreskal_1403221642688,INDEF,,ATTR,SPEC,NO,SG,YES,19078,19053,N
Noreskal_1403221646105,Bare,,Other,SPEC,NO,Bare,NO,19078,19067,N
Noreskal_1403221649252,Bare,,ATTR,SPEC,NO,Bare,YES,19140,19133,N
Noreskal_1403221652454,INDEF,,ATTR,SPEC,NO,SG,YES,19168,19150,N
Noreskal_1403221656295,DEF_SPLE,,Other,SPEC,YES,Bare,NO,19216,19209,N
Noreskal_1403221663517,Bare,,Other,SPEC,NO,Bare,YES,19308,19302,N
Noreskal_1403221666824,DEF_SPLE,,Other,SPEC,NO,Bare,NO,19343,19334,N
Noreskal_1403221670312,INDEF,,ATTR,SPEC,NO,SG,YES,19355,19347,N
Noreskal_1403221674914,Bare,NO,SUJ,SPEC,NO,SG,NO,19358,19356,PR
Noreskal_1403221684987,INDEF,,ATTR,SPEC,NO,PL,YES,19528,19509,N
Noreskal_1403221695779,DEF_SPLE,,Other,SPEC,YES,Bare,NO,19639,19623,N
Noreskal_1403221704983,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,19647,19646,PR
Noreskal_1403221708043,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,19665,19664,PR
Noreskal_1403221715967,Bare,,Other,GENE,NO,Bare,NO,19696,19687,N
Noreskal_1403221722858,INDEF,,ATTR,SPEC,NO,SG,YES,19712,19704,N
Noreskal_1403221728910,DEF_SPLE,NO,Other,SPEC,YES,SG,NO,19719,19717,PR
Noreskal_1403221735519,INDEF,,ATTR,SPEC,NO,SG,NO,19766,19758,N
Noreskal_1403221743366,DEF_SPLE,NO,Other,SPEC,NO,SG,NO,19773,19771,PR
Noreskal_1403221753316,INDEF,,ATTR,SPEC,NO,SG,YES,19915,19890,N
Noreskal_1403522720625,INDEF,,Other,SPEC,YES,PL,NO,9715,9703,N
Noreskal_1403522784568,Bare,,Other,SPEC,NO,Bare,NO,9721,9718,N
Noreskal_1403525732468,Bare,NO,Other,SPEC,NO,UNK,NO,10759,10757,PR
Noreskal_1403528873878,Bare,NO,SUJ,SPEC,NO,SG,NO,13471,13469,PR
Noreskal_1403528877607,Bare,NO,SUJ,SPEC,NO,UNK,NO,13495,13493,PR
Noreskal_1403528990801,Bare,,Other,SPEC,NO,Bare,NO,13538,13535,N
Noreskal_1403528998211,Bare,,Other,SPEC,NO,Bare,NO,13591,13588,N
Noreskal_1403533425708,Bare,,Other,GENE,YES,Bare,YES,17834,17830,N
Noreskal_1403533518128,Bare,,Other,GENE,YES,Bare,YES,17920,17916,N
Noreskal_1403533614243,Bare,,Other,GENE,YES,Bare,NO,17976,17971,N
Noreskal_1403535234296,Bare,,OBJ,GENE,NO,Bare,YES,19686,19681,N
Noreskal_1403536235324,Bare,,OBJ,GENE,NO,Bare,YES,474,463,N
Noreskal_1403536432568,Bare,,OBJ,GENE,NO,Bare,YES,7449,7440,N
Noreskal_1403537968209,Bare,,Other,GENE,YES,Bare,NO,1666,1661,N
Noreskal_1403538097257,Bare,NO,Other,SPEC,NO,SG,NO,1770,1751,PR
Noreskal_1403561721587,Bare,,OBJ,GENE,NO,Bare,YES,8588,8583,N
Noreskal_1403562007347,Bare,,OBJ,GENE,NO,Bare,YES,9406,9401,N
Noreskal_1403562539626,Bare,,OBJ,GENE,NO,Bare,YES,10886,10878,N
Noreskal_1403562543568,Bare,,OBJ,GENE,NO,Bare,NO,10906,10900,N
Noreskal_1403563465759,Bare,,Other,SPEC,YES,Bare,NO,12604,12598,N
Noreskal_1403563702266,Bare,,OBJ,GENE,NO,Bare,NO,13111,13105,N
Noreskal_1403564395178,DEF_SPLE,,Other,SPEC,YES,SG,YES,14556,14551,N
Noreskal_1403590829325,Bare,,OBJ,GENE,NO,Bare,NO,15100,15096,N
Noreskal_1403591052638,Bare,,OBJ,GENE,NO,PL,YES,16086,16073,N
Noreskal_1403591148379,Bare,,OBJ,SPEC,NO,PL,YES,16424,16413,N
Noreskal_1403591264359,Bare,,Other,GENE,NO,PL,YES,16974,16963,N
Noreskal_1403591634100,Bare,,OBJ,GENE,NO,PL,YES,19005,18995,N
,,,,,,,,,,
Noreskal_1401901607331,Bare,,SUJ,SPEC,NO,Bare,YES,324,309,N
Noreskal_1401901610256,Bare,,OBJ,SPEC,NO,Bare,YES,378,372,N
Noreskal_1401901612562,Bare,,OBJ,SPEC,NO,Bare,NO,391,385,N
Noreskal_1401901619388,Bare,,OBJ,GENE,NO,Bare,YES,460,441,N
Noreskal_1401901624221,DEF_SPLE,,Other,SPEC,YES,PL,YES,460,451,N
Noreskal_1401901630463,Bare,,Other,SPEC,NO,Bare,YES,498,493,N
Noreskal_1401901632247,Bare,,OBJ,SPEC,NO,Bare,NO,510,504,N
Noreskal_1401901636608,Bare,,OBJ,GENE,NO,Bare,YES,566,562,N
Noreskal_1401901650340,Bare,,OBJ,GENE,NO,Bare,YES,721,707,N
Noreskal_1401901652417,Bare,,Other,GENE,YES,Bare,YES,721,716,N
Noreskal_1401901655149,INDEF,NO,Other,SPEC,YES,SG,YES,633,627,PR
Noreskal_1401901664680,INDEF,,OBJ,GENE,NO,SG,YES,835,815,N
Noreskal_1401901666926,Bare,,Other,SPEC,YES,SG,YES,902,897,N
Noreskal_1401901670022,Bare,,OBJ,SPEC,NO,Bare,NO,948,943,N
Noreskal_1401901675522,DEF_SPLE,,Other,SPEC,YES,Bare,NO,1001,993,N
Noreskal_1401901680198,INDEF,,ATTR,GENE,NO,PL,YES,1051,1044,N
Noreskal_1401901693554,Bare,NO,SUJ,SPEC,NO,PL,NO,1054,1052,PR
Noreskal_1401901699905,INDEF,,ATTR,GENE,NO,PL,YES,1066,1058,N
Noreskal_1401901702272,Bare,NO,SUJ,SPEC,NO,PL,NO,1069,1067,PR
Noreskal_1401901704434,Bare,,OBJ,SPEC,NO,Bare,NO,1085,1080,N
Noreskal_1401901713104,INDEF,,SUJ,GENE,NO,PL,YES,1121,1112,N
Noreskal_1401901744712,INDEF,,ATTR,SPEC,NO,PL,NO,1156,1148,N
Noreskal_1401901746763,Bare,NO,SUJ,SPEC,NO,PL,NO,1159,1157,PR
Noreskal_1401901749958,Bare,,OBJ,GENE,NO,Bare,YES,1174,1172,N
Noreskal_1401901753055,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,1205,1197,N
Noreskal_1401901758945,INDEF,NO,SUJ,GENE,NO,PL,YES,1243,1241,PR
Noreskal_1401901765335,Bare,,ATTR,SPEC,NO,Bare,YES,1273,1263,N
Noreskal_1401901768660,Bare,NO,SUJ,SPEC,NO,SG,NO,1303,1301,PR
Noreskal_1401901776140,Bare,,ATTR,GENE,NO,Bare,NO,1369,1356,N
Noreskal_1401901779055,Bare,,OBJ,SPEC,NO,Bare,NO,1385,1380,N
Noreskal_1401901782650,Bare,,SUJ,GENE,NO,Bare,NO,1391,1387,N
Noreskal_1401901790579,Bare,,Other,GENE,YES,Bare,NO,1441,1433,N
Noreskal_1401901792788,Bare,,OBJ,SPEC,NO,Bare,NO,1457,1451,N
Noreskal_1401901800343,DEF_DEM,,SUJ,SPEC,NO,PL,NO,1534,1521,N
Noreskal_1401901804059,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,1575,1567,N
Noreskal_1401901808369,DEF_DEM,,SUJ,SPEC,NO,Bare,NO,1628,1617,N
Noreskal_1401901815097,DEF_SPLE,,Other,SPEC,YES,Bare,YES,1799,1792,N
Noreskal_1401901819334,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1850,1849,PR
Noreskal_1401901821617,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,1863,1862,PR
Noreskal_1401901831963,INDEF,,OBJ,SPEC,YES,Bare,YES,1995,1975,N
Noreskal_1401901837234,Bare,,Other,GENE,YES,Bare,NO,1995,1990,N
Noreskal_1401901842747,INDEF,,OBJ,SPEC,YES,Bare,YES,2037,2017,N
Noreskal_1401901847435,Bare,,Other,GENE,YES,Bare,YES,2037,2031,N
Noreskal_1401901852887,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,2098,2090,N
Noreskal_1401901857187,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2121,2120,PR
Noreskal_1401901863500,DEF_DEM,,Other,SPEC,YES,Bare,NO,2204,2193,N
Noreskal_1401901874295,DEF_SPLE,NO,SUJ,SPEC,NO,SG,NO,2319,2318,PR
Noreskal_1401901878788,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2409,2401,N
Noreskal_1401901889098,Bare,,ATTR,GENE,NO,Bare,NO,2477,2471,N
Noreskal_1401901894002,Bare,,OBJ,GENE,NO,Bare,NO,2494,2488,N
Noreskal_1401901913139,Bare,,Other,SPEC,YES,Bare,YES,2545,2540,N
Noreskal_1401901915008,INDEF,NO,SUJ,SPEC,NO,PL,YES,2548,2546,PR
Noreskal_1401901917584,Bare,,OBJ,GENE,NO,Bare,NO,2562,2556,N
Noreskal_1401901932301,INDEF,,OBJ,SPEC,NO,SG,YES,2682,2664,N
Noreskal_1401901934573,DEF_SPLE,,Other,SPEC,YES,Bare,NO,2682,2674,N
Noreskal_1401901940050,Bare,,Other,SPEC,YES,Bare,NO,2766,2761,N
Noreskal_1401901943194,DEF_SPLE,,TOPIC,GENE,NO,PL,YES,2806,2797,N
Noreskal_1401901949934,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,2874,2865,N
Noreskal_1401901955836,INDEF,NO,SUJ,SPEC,NO,PL,NO,2915,2912,PR
Noreskal_1401901959563,INDEF,NO,SUJ,SPEC,YES,PL,NO,2930,2928,PR
Noreskal_1401901962223,Bare,,Other,GENE,NO,Bare,YES,2911,2905,N
Noreskal_1401901974901,Bare,,ATTR,SPEC,NO,Bare,NO,3007,2997,N
Noreskal_1401901976881,INDEF,NO,SUJ,SPEC,NO,PL,NO,3010,3008,PR
Noreskal_1401901989595,Bare,NO,OBJ,SPEC,YES,PL,NO,3068,3066,PR
Noreskal_1401902015547,INDEF,,ATTR,SPEC,NO,SG,YES,3149,3140,N
Noreskal_1401902017442,Bare,NO,SUJ,SPEC,NO,SG,NO,3152,3150,PR
Noreskal_1401902021425,Bare,NO,Other,SPEC,YES,PL,NO,3165,3163,PR
Noreskal_1401902024387,INDEF,,SUJ,GENE,NO,PL,YES,3177,3169,N
Noreskal_1401902035122,Bare,,ATTR,GENE,NO,Bare,YES,3273,3263,N
Noreskal_1401902037089,Bare,,SUJ,GENE,NO,Bare,NO,3284,3274,N
Noreskal_1401902046889,INDEF,NO,SUJ,SPEC,NO,PL,NO,3233,3231,PR
Noreskal_1401902049026,INDEF,NO,OBJ,SPEC,NO,PL,NO,3244,3242,PR
Noreskal_1401902052850,INDEF,NO,OBJ,SPEC,YES,PL,NO,3302,3300,PR
Noreskal_1401902062006,INDEF,NO,OBJ,SPEC,YES,PL,NO,3331,3329,PR
Noreskal_1401902066731,INDEF,NO,Other,SPEC,YES,PL,NO,3408,3406,PR
Noreskal_1401902075431,Bare,,OBJ,GENE,NO,Bare,NO,3512,3506,N
Noreskal_1401902084071,DEF_SPLE,,Other,SPEC,NO,Bare,NO,3572,3564,N
Noreskal_1401902088504,DEF_SPLE,,OBJ,SPEC,NO,Bare,NO,3606,3598,N
Noreskal_1401902093882,INDEF,,ATTR,GENE,NO,SG,NO,3614,3610,N
Noreskal_1401902101351,DEF_SPLE,,Other,SPEC,YES,Bare,YES,3660,3655,N
Noreskal_1401902104933,DEF_SPLE,,OBJ,SPEC,NO,PL,YES,3708,3700,N
Noreskal_1401902107920,DEF_SPLE,,Other,SPEC,YES,Bare,NO,3743,3735,N
Noreskal_1401902112510,INDEF,,SUJ,SPEC,NO,SG,YES,3762,3750,N
Noreskal_1401902118156,INDEF,NO,OBJ,SPEC,NO,SG,YES,3782,3773,PR
Noreskal_1401902122465,DEF_SPLE,NO,SUJ,SPEC,NO,PL,YES,3814,3812,PR
Noreskal_1401902134158,Bare,,OBJ,SPEC,NO,Bare,YES,3831,3825,N
Noreskal_1401902136684,Bare,,SUJ,SPEC,NO,Bare,NO,3862,3856,N
Noreskal_1401902140437,INDEF,,ATTR,SPEC,NO,SG,YES,3890,3884,N
Noreskal_1401902158519,Bare,NO,SUJ,SPEC,NO,SG,NO,3893,3891,PR
Noreskal_1401902161871,INDEF,,ATTR,SPEC,NO,SG,NO,3906,3894,N
Noreskal_1401902174513,INDEF,,OBJ,SPEC,NO,SG,NO,3934,3925,N
Noreskal_1401902176990,INDEF,NO,SUJ,SPEC,NO,PL,YES,3920,3918,PR
Noreskal_1401902192886,Bare,,Other,SPEC,NO,Bare,YES,4122,4117,N
Noreskal_1401902195084,Bare,,SUJ,SPEC,NO,Bare,NO,4130,4124,N
Noreskal_1401902199032,Bare,,Other,SPEC,NO,Bare,NO,4141,4133,N
Noreskal_1401902206002,INDEF,,ATTR,SPEC,NO,SG,YES,4232,4213,N
Noreskal_1401902208188,Bare,,Other,GENE,YES,Bare,YES,4232,4227,N
Noreskal_1401902221619,Bare,,OBJ,GENE,NO,Bare,NO,4566,4561,N
Noreskal_1401902223634,Bare,,OBJ,GENE,NO,Bare,NO,4576,4571,N
Noreskal_1401902229160,Bare,,OBJ,SPEC,NO,Bare,YES,4646,4642,N
Noreskal_1401902233252,Bare,,OBJ,SPEC,NO,Bare,YES,4693,4686,N
Noreskal_1401902239954,Bare,,OBJ,SPEC,NO,Bare,NO,4759,4751,N
Noreskal_1401902264160,Bare,,ATTR,GENE,NO,Bare,YES,4861,4856,N
Noreskal_1401902296667,Bare,,OBJ,SPEC,NO,Bare,YES,4943,4941,N
Noreskal_1401902301490,Bare,,OBJ,GENE,NO,Bare,YES,5011,5004,N
Noreskal_1401902305935,INDEF,,SUJ,GENE,NO,SG,YES,5111,5102,N
Noreskal_1401902310076,INDEF,,OBJ,GENE,NO,SG,YES,5128,5119,N
Noreskal_1401902314387,INDEF,,SUJ,SPEC,NO,SG,NO,5139,5130,N
Noreskal_1401902317325,INDEF,,OBJ,SPEC,NO,Bare,NO,5152,5143,N
Noreskal_1401902323897,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5252,5244,N
Noreskal_1401902325670,DEF_SPLE,,SUJ,SPEC,NO,Bare,NO,5270,5262,N
Noreskal_1401902334134,INDEF,NO,SUJ,SPEC,NO,SG,YES,5323,5315,PR
Noreskal_1401902344190,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5340,5339,PR
Noreskal_1401902347239,DEF_SPLE,NO,OBJ,SPEC,NO,SG,NO,5359,5358,PR
Noreskal_1401902357841,Bare,,Other,SPEC,YES,Bare,YES,5406,5398,N
Noreskal_1401902373981,INDEF,NO,OBJ,SPEC,NO,PL,YES,5513,5511,PR
Noreskal_1401902381546,INDEF,NO,SUJ,SPEC,NO,PL,NO,5562,5560,PR
Noreskal_1401902388139,DEF_DEM,,OBJ,SPEC,NO,Bare,YES,5647,5635,N
Noreskal_1401902396132,INDEF,NO,SUJ,SPEC,NO,PL,NO,5674,5672,PR
Noreskal_1401902404124,INDEF,NO,SUJ,SPEC,NO,PL,NO,5698,5696,PR
Noreskal_1401902413915,INDEF,,OBJ,SPEC,YES,SG,YES,5767,5742,N
Noreskal_1401902422927,Bare,,Other,GENE,NO,Bare,NO,5767,5763,N
Noreskal_1401902431368,Bare,,OBJ,GENE,YES,Bare,NO,5887,5882,N
Noreskal_1401902435049,Bare,,OBJ,GENE,NO,Bare,NO,5921,5916,N
Noreskal_1401902436700,Bare,,ATTR,GENE,NO,Bare,NO,5930,5925,N
Noreskal_1401902446442,INDEF,,Other,GENE,YES,Bare,YES,6002,5995,N
Noreskal_1401902457056,INDEF,,Other,SPEC,NO,Bare,YES,6172,6150,N
Noreskal_1401902471292,DEF_SPLE,,ATTR,SPEC,NO,PL,NO,6240,6230,N
Noreskal_1401902481407,DEF_SPLE,,Other,SPEC,YES,Bare,YES,6431,6419,N
Noreskal_1401902490771,Bare,,ATTR,GENE,NO,Bare,NO,6524,6519,N
Noreskal_1401902493712,INDEF,NO,Other,GENE,YES,SG,YES,6488,6481,PR
Noreskal_1401902495497,Bare,NO,SUJ,SPEC,NO,SG,NO,6491,6489,PR
Noreskal_1401902511540,DEF_SPLE,,Other,SPEC,NO,Bare,YES,6880,6871,N
Noreskal_1401902517284,INDEF,,Other,SPEC,YES,Bare,YES,6910,6890,N
Noreskal_1401902519507,Bare,NO,SUJ,SPEC,NO,PL,NO,6913,6911,PR
Noreskal_1401902524391,DEF_SPLE,,Other,SPEC,YES,Bare,NO,6959,6951,N
Noreskal_1401902526429,DEF_SPLE,,TOPIC,SPEC,NO,Bare,NO,6972,6963,N
Noreskal_1401902530086,Bare,,TOPIC,SPEC,NO,Bare,YES,6980,6974,N
Noreskal_1401902533042,INDEF,,TOPIC,SPEC,NO,Bare,YES,7000,6982,N
Noreskal_1401902535647,INDEF,NO,SUJ,SPEC,NO,PL,NO,7037,7030,PR
Noreskal_1401902542485,Bare,,OBJ,GENE,NO,Bare,NO,7078,7073,N
Noreskal_1401902546400,Bare,,OBJ,SPEC,NO,Bare,NO,7095,7085,N
Noreskal_1401902548716,DEF_SPLE,NO,SUJ,SPEC,NO,PL,NO,7103,7101,PR
Noreskal_1401902553053,DEF_SPLE,NO,OBJ,SPEC,NO,PL,NO,7179,7177,PR
Noreskal_1401902555517,INDEF,,OBJ,GENE,NO,Bare,YES,7222,7211,N
Noreskal_1401902578449,INDEF,,OBJ,SPEC,NO,SG,NO,7439,7425,N
Noreskal_1401902582556,INDEF,,OBJ,SPEC,NO,Bare,YES,7461,7453,N
Noreskal_1401902589133,Bare,,Other,SPEC,NO,Bare,NO,7509,7501,N
Noreskal_1401902593783,Bare,,Other,GENE,NO,Bare,YES,7587,7582,N
Noreskal_1401902596901,DEF_SPLE,,Other,SPEC,YES,Bare,NO,7600,7592,N
Noreskal_1401902604554,Bare,,OBJ,SPEC,NO,Bare,YES,7640,7635,N
Noreskal_1401902610191,Bare,,SUJ,SPEC,NO,Bare,NO,7643,7641,N
Noreskal_1401902618741,INDEF,NO,ATTR,SPEC,NO,SG,NO,7698,7690,PR
Noreskal_1401902625711,INDEF,,Other,SPEC,YES,Bare,YES,7713,7704,N
Noreskal_1401902630035,INDEF,,ATTR,GENE,NO,PL,NO,7762,7750,N
Noreskal_1401902639001,Bare,,Other,GENE,YES,Bare,NO,7812,7806,N
Noreskal_1401902643361,INDEF,,OBJ,GENE,NO,SG,YES,7830,7816,N
